PID,PPID,COMM,UID,GID,Local IP,Remote IP,Port,Protocol,File Path,CPU Usage,Memory Usage,Disk IO,Network Activity,Label,,
213,94,java,0,0,192.168.1.84,221.229.104.120,80,UDP,C:\Windows\System32\Drivers\java,3.287269251,222,89,43,0,,
214,166,python,0,0,192.168.1.27,112.186.245.25,4444,UDP,/usr/bin/python,8.576759826,238,63,45,0,,
215,154,node,0,0,192.168.1.89,240.14.115.210,22,TCP,/bin/node,5.730747074,202,64,30,0,,
216,189,python,1001,1001,192.168.1.41,78.121.238.57,53,TCP,C:\Program Files\python,1.286171588,117,74,0,0,,
217,162,python,1001,1001,192.168.1.35,238.175.179.204,3389,TCP,C:\Program Files\python,6.5232692,484,75,32,0,,
218,159,java,1000,1000,192.168.1.16,123.61.34.194,22,UDP,/sbin/java,6.972885164,354,85,31,0,,
219,66,systemd,1001,1001,192.168.1.25,10.78.193.117,22,TCP,C:\Program Files\systemd,7.862328141,125,80,1,0,,
220,139,python,33,33,192.168.1.196,52.253.189.66,80,UDP,C:\Windows\System32\Drivers\python,6.101172183,486,91,43,0,,
221,192,python,1000,1000,192.168.1.23,227.70.167.204,3389,TCP,/usr/bin/python,1.277788031,95,71,44,0,,
222,88,bash,1000,1000,192.168.1.118,109.50.220.108,8080,UDP,/opt/bin/bash,7.965963383,328,65,24,0,,
223,204,systemd,0,0,192.168.1.25,194.56.65.182,80,TCP,C:\Program Files\systemd,4.737324085,421,32,24,0,,
224,36,firefox,1000,1000,192.168.1.174,20.148.48.23,443,TCP,C:\Program Files\firefox,7.967634526,144,98,28,0,,
225,102,chrome,33,33,192.168.1.128,210.79.16.162,53,TCP,C:\Program Files\chrome,6.288286196,258,35,50,0,,
226,172,java,0,0,192.168.1.255,137.185.8.61,3389,UDP,C:\Program Files\java,8.310588845,460,42,34,0,,
227,74,mysqld,1001,1001,192.168.1.24,77.174.118.241,8080,TCP,/usr/bin/mysqld,4.221652401,80,74,48,0,,
228,27,firefox,1001,1001,192.168.1.151,158.206.175.4,443,TCP,C:\Program Files\firefox,9.532202128,444,59,13,0,,
229,73,java,1001,1001,192.168.1.75,127.31.213.130,22,TCP,/sbin/java,5.331505956,442,11,25,0,,
230,40,chrome,1000,1000,192.168.1.67,242.122.251.151,443,UDP,/var/lib/chrome,2.549543633,50,54,42,0,,
231,175,python,1001,1001,192.168.1.139,218.138.105.51,4444,TCP,/bin/python,6.215469112,316,79,17,0,,
232,197,taskmgr32.exe,0,0,192.168.1.199,147.133.208.230,443,UDP,C:\Users\Public\taskmgr32.exe,60.39746368,918,3525,713,1,,
233,155,svchost.exe,33,33,192.168.1.234,180.17.119.109,4444,UDP,C:\Program Files\svchost.exe,3.255874609,409,92,12,0,,
234,3,firefox,0,0,192.168.1.188,140.102.84.234,80,TCP,/usr/sbin/firefox,4.195447209,174,95,43,0,,
235,0,svchost.exe,0,0,192.168.1.33,193.191.10.47,4444,TCP,C:\Program Files\svchost.exe,1.183439103,73,96,27,0,,
236,234,hostproc.exe,0,0,192.168.1.86,46.232.235.203,22,TCP,C:\PerfLogs\hostproc.exe,2.288074847,196,7,26,1,,
237,189,svchost.exe,1000,1000,192.168.1.4,114.10.62.103,53,UDP,/usr/bin/svchost.exe,2.832772542,204,32,15,0,,
238,120,bash,0,0,192.168.1.212,76.195.173.231,4444,UDP,/usr/sbin/bash,7.745662096,110,16,45,0,,
239,140,explorer.exe,33,33,192.168.1.201,236.52.89.218,3389,UDP,C:\Program Files (x86)\explorer.exe,1.300817988,175,39,25,0,,
240,221,explorer.exe,1001,1001,192.168.1.23,103.20.141.116,443,TCP,/usr/bin/explorer.exe,5.756940642,345,51,39,0,,
241,234,explorer.exe,0,0,192.168.1.236,137.216.122.249,8080,TCP,C:\Program Files\explorer.exe,5.223995319,470,62,0,0,,
242,190,svchost.exe,1001,1001,192.168.1.170,91.68.15.165,3389,TCP,C:\Program Files (x86)\svchost.exe,1.067132272,449,93,11,0,,
243,178,firefox,33,33,192.168.1.87,52.195.117.182,3389,UDP,/var/lib/firefox,4.954936655,367,21,41,0,,
244,212,mysqld,1001,1001,192.168.1.91,102.118.123.196,53,TCP,/usr/sbin/mysqld,4.64644679,225,94,18,0,,
245,41,winupd.exe,0,0,192.168.1.132,82.224.31.182,3389,TCP,C:\Windows\Temp\winupd.exe,77.87648027,1456,3847,908,1,,
246,189,mysqld,0,0,192.168.1.90,8.249.60.84,443,UDP,C:\Program Files\mysqld,5.780922205,495,15,19,0,,
247,172,systemd,0,0,192.168.1.205,62.32.155.164,80,TCP,/usr/bin/systemd,5.664740467,291,33,30,0,,
248,144,python,1000,1000,192.168.1.115,201.107.169.13,53,TCP,C:\Windows\System32\Drivers\python,1.441172982,459,72,21,0,,
249,140,sshd,1000,1000,192.168.1.221,232.242.229.248,53,TCP,/sbin/sshd,6.379907206,389,79,28,0,,
250,209,mysqld,0,0,192.168.1.127,147.155.81.159,22,UDP,/bin/mysqld,6.343722259,460,18,2,0,,
251,156,mysqld,1000,1000,192.168.1.13,59.23.151.240,8080,TCP,/usr/bin/mysqld,9.088158245,61,23,34,0,,
252,88,services32.exe,0,0,192.168.1.199,162.58.216.36,3389,UDP,/home/user/.local/bin/services32.exe,52.28881292,1678,1004,628,1,,
253,144,bash,1000,1000,192.168.1.148,233.209.210.14,4444,UDP,/usr/bin/bash,8.740442615,401,64,30,0,,
254,70,systemd,1000,1000,192.168.1.103,82.90.151.188,53,TCP,C:\Program Files (x86)\systemd,6.023145919,500,100,19,0,,
255,222,bash,1000,1000,192.168.1.158,190.160.26.48,80,TCP,/bin/bash,3.372507772,490,82,18,0,,
256,201,firefox,1000,1000,192.168.1.204,195.196.147.123,443,UDP,C:\Windows\System32\Drivers\firefox,6.605815922,448,89,15,0,,
257,169,firefox,0,0,192.168.1.210,133.233.224.225,80,UDP,/sbin/firefox,4.053079506,231,19,33,0,,
258,198,update_service.exe,1001,1001,192.168.1.119,75.105.236.30,443,UDP,C:\Users\<user>\AppData\Roaming\update_service.exe,3.048974312,47,48,23,1,,
259,100,java,33,33,192.168.1.203,224.52.180.60,443,UDP,/usr/sbin/java,2.616229691,376,88,18,0,,
260,60,mysqld,0,0,192.168.1.134,198.214.135.219,3389,TCP,/bin/mysqld,7.539323602,490,100,3,0,,
261,204,driver64.exe,33,33,192.168.1.198,12.112.124.134,3389,TCP,/tmp/driver64.exe,1.176698082,69,30,23,1,,
262,51,mysqld,1000,1000,192.168.1.132,180.171.198.80,443,TCP,/bin/mysqld,7.954064098,73,74,31,0,,
263,9,bash,1001,1001,192.168.1.4,249.226.89.92,8080,TCP,/bin/bash,6.395040369,99,98,28,0,,
264,94,java,0,0,192.168.1.112,172.162.162.45,4444,UDP,/usr/bin/java,8.753071282,411,69,24,0,,
265,177,sshd,33,33,192.168.1.94,38.21.118.55,53,TCP,/var/lib/sshd,1.918511931,330,23,11,0,,
266,252,chrome,1001,1001,192.168.1.32,39.137.213.223,53,TCP,/usr/bin/chrome,1.396301544,455,69,36,0,,
267,119,node,0,0,192.168.1.174,41.2.5.238,53,UDP,/bin/node,6.36162057,184,61,31,0,,
268,222,update_service.exe,33,33,192.168.1.74,145.33.244.70,4444,TCP,/mnt/usb/update_service.exe,0.616319734,102,30,4,1,,
269,27,python,1000,1000,192.168.1.225,171.32.252.53,3389,UDP,C:\Windows\System32\Drivers\python,5.402473181,414,73,12,0,,
270,234,bash,1001,1001,192.168.1.39,60.248.89.90,3389,TCP,C:\Program Files\bash,8.777800199,448,25,31,0,,
271,110,bash,1000,1000,192.168.1.12,51.164.145.67,3389,TCP,C:\Program Files\bash,8.284961014,310,80,6,0,,
272,16,node,1000,1000,192.168.1.66,169.179.69.204,3389,TCP,/usr/bin/node,1.222213506,208,23,24,0,,
273,239,chrome,1000,1000,192.168.1.78,89.234.167.46,443,UDP,C:\Windows\System32\Drivers\chrome,7.923832654,436,25,34,0,,
274,236,chrome,33,33,192.168.1.116,55.255.11.255,53,TCP,/var/lib/chrome,4.314161766,229,58,7,0,,
275,137,driver64.exe,1001,1001,192.168.1.255,82.176.119.80,4444,TCP,/home/user/.config/driver64.exe,1.895184327,166,6,0,1,,
276,181,explorer.exe,1001,1001,192.168.1.194,35.47.209.118,53,UDP,/usr/bin/explorer.exe,7.771215377,289,58,18,0,,
277,90,chrome,1001,1001,192.168.1.44,35.228.156.146,22,UDP,/bin/chrome,2.558913361,119,22,37,0,,
278,162,mysqld,33,33,192.168.1.67,119.92.46.253,443,UDP,C:\Program Files\mysqld,9.493309335,185,42,42,0,,
279,162,sysdiag.exe,33,33,192.168.1.222,71.114.62.201,22,UDP,C:\PerfLogs\sysdiag.exe,70.62362673,1332,717,365,1,,
280,201,python,1000,1000,192.168.1.5,120.234.155.207,8080,UDP,/opt/bin/python,5.29350388,282,57,32,0,,
281,64,chrome,1001,1001,192.168.1.81,18.152.24.131,22,UDP,/usr/sbin/chrome,7.678846173,106,28,13,0,,
282,132,systemd,0,0,192.168.1.148,82.27.184.129,443,TCP,/usr/bin/systemd,6.12454882,223,52,23,0,,
283,212,java,33,33,192.168.1.124,137.72.76.124,8080,UDP,/sbin/java,7.603059711,257,39,42,0,,
284,33,python,1001,1001,192.168.1.181,8.129.218.21,53,UDP,/usr/bin/python,7.577703272,380,36,10,0,,
285,216,systemd,1000,1000,192.168.1.133,236.196.112.16,8080,UDP,C:\Program Files\systemd,4.251128492,475,93,17,0,,
286,84,svchost.exe,1000,1000,192.168.1.111,198.195.111.67,8080,TCP,C:\Program Files (x86)\svchost.exe,5.24568591,465,44,10,0,,
287,244,update_service.exe,33,33,192.168.1.104,11.218.211.59,80,UDP,/tmp/update_service.exe,0.935248203,101,36,12,1,,
288,102,node,0,0,192.168.1.107,12.100.7.10,8080,TCP,C:\Program Files\node,3.133953079,264,83,40,0,,
289,164,mysqld,1000,1000,192.168.1.60,117.5.49.86,22,TCP,/opt/bin/mysqld,8.503213671,382,23,18,0,,
290,135,bash,0,0,192.168.1.235,171.134.238.174,53,TCP,C:\Windows\System32\Drivers\bash,6.638800548,104,78,35,0,,
291,245,hostproc.exe,0,0,192.168.1.20,50.248.252.196,80,TCP,/home/user/.config/hostproc.exe,2.918060523,153,24,7,1,,
292,77,chrome,1001,1001,192.168.1.81,120.13.194.108,80,TCP,C:\Program Files (x86)\chrome,2.309485397,302,87,47,0,,
293,161,sshd,1001,1001,192.168.1.36,86.11.56.73,4444,TCP,C:\Program Files (x86)\sshd,4.248374127,464,97,45,0,,
294,177,java,1001,1001,192.168.1.109,248.126.209.225,8080,UDP,C:\Program Files (x86)\java,4.301405434,392,85,20,0,,
295,138,chrome,0,0,192.168.1.142,52.149.228.202,53,UDP,/var/lib/chrome,7.312591063,392,71,48,0,,
296,207,systemd,0,0,192.168.1.238,12.226.248.148,3389,TCP,C:\Windows\System32\Drivers\systemd,9.50932303,387,23,10,0,,
297,111,svchost.exe,1000,1000,192.168.1.207,135.229.229.57,53,TCP,/var/lib/svchost.exe,2.885922876,461,97,8,0,,
298,246,services32.exe,1000,1000,192.168.1.84,218.37.128.220,8080,UDP,C:\Users\<user>\AppData\Roaming\services32.exe,62.32022241,1661,2857,693,1,,
299,147,chrome,0,0,192.168.1.94,60.132.221.212,53,UDP,C:\Program Files (x86)\chrome,8.790698585,465,50,29,0,,
300,291,java,1000,1000,192.168.1.64,60.48.138.131,3389,TCP,/opt/bin/java,2.423763948,467,64,0,0,,
301,206,mysqld,1001,1001,192.168.1.47,180.144.86.23,53,UDP,/usr/bin/mysqld,9.769244832,477,73,41,0,,
302,190,node,1001,1001,192.168.1.51,156.155.184.65,8080,TCP,/usr/bin/node,4.602520677,476,29,10,0,,
303,29,sshd,1001,1001,192.168.1.201,170.226.25.97,53,UDP,/sbin/sshd,7.076660239,64,88,10,0,,
304,185,mysqld,33,33,192.168.1.219,72.152.114.37,4444,TCP,/bin/mysqld,7.834393918,272,54,10,0,,
305,57,sshd,1000,1000,192.168.1.105,191.147.147.131,8080,TCP,/usr/sbin/sshd,9.135456391,424,81,4,0,,
306,69,python,1001,1001,192.168.1.127,7.131.90.150,80,UDP,/var/lib/python,5.383892037,339,95,16,0,,
307,282,sshd,1000,1000,192.168.1.28,131.45.103.155,80,TCP,/bin/sshd,3.993427896,87,55,16,0,,
308,220,bash,1001,1001,192.168.1.108,64.66.134.112,8080,TCP,/opt/bin/bash,4.719485601,51,66,19,0,,
309,224,java,0,0,192.168.1.42,29.194.80.11,3389,TCP,/sbin/java,5.543096282,131,56,38,0,,
310,302,mysqld,0,0,192.168.1.60,63.49.182.32,22,TCP,/usr/bin/mysqld,4.96237654,373,50,50,0,,
311,150,mysqld,1001,1001,192.168.1.34,214.109.86.214,53,TCP,/var/lib/mysqld,4.564174859,408,56,14,0,,
312,287,taskmgr32.exe,33,33,192.168.1.214,225.100.238.248,22,UDP,/home/user/.config/taskmgr32.exe,60.78094417,1783,2292,763,1,,
313,99,svch0st.exe,1001,1001,192.168.1.129,251.107.146.87,3389,TCP,C:\PerfLogs\svch0st.exe,76.91193059,766,1340,194,1,,
314,12,mysqld,0,0,192.168.1.111,35.56.225.120,4444,UDP,/usr/sbin/mysqld,5.737828339,57,32,13,0,,
315,19,chrome,0,0,192.168.1.99,237.206.37.97,80,UDP,/var/lib/chrome,2.725621407,168,72,8,0,,
316,89,backgroundtask.exe,1001,1001,192.168.1.95,188.235.251.52,4444,UDP,/var/tmp/backgroundtask.exe,1.466716884,139,15,29,1,,
317,258,svchost.exe,1001,1001,192.168.1.201,47.19.227.213,53,TCP,/var/lib/svchost.exe,9.703739433,387,79,50,0,,
318,181,node,1001,1001,192.168.1.29,160.148.173.141,4444,UDP,/usr/bin/node,7.881620617,139,30,49,0,,
319,139,update_service.exe,33,33,192.168.1.217,208.17.60.235,3389,UDP,C:\Users\<user>\AppData\Local\Microsoft\update_service.exe,1.159758577,48,31,21,1,,
320,274,svchost.exe,0,0,192.168.1.44,67.215.125.144,4444,UDP,/opt/bin/svchost.exe,9.354472128,64,73,49,0,,
321,174,java,1000,1000,192.168.1.81,85.119.177.129,22,UDP,C:\Program Files (x86)\java,2.460152083,421,18,39,0,,
322,231,firefox,33,33,192.168.1.150,171.254.152.91,4444,UDP,/var/lib/firefox,8.04652506,84,62,20,0,,
323,116,explorer.exe,1000,1000,192.168.1.149,220.242.126.231,3389,TCP,/var/lib/explorer.exe,8.125357853,300,16,43,0,,
324,236,mysqld,0,0,192.168.1.219,16.145.177.253,443,TCP,C:\Program Files\mysqld,4.298205316,178,93,41,0,,
325,252,node,0,0,192.168.1.61,215.53.126.6,22,TCP,/opt/bin/node,2.244420181,63,96,9,0,,
326,11,systemd,0,0,192.168.1.62,225.227.199.155,8080,TCP,C:\Program Files\systemd,7.124042719,412,66,0,0,,
327,184,firefox,0,0,192.168.1.120,229.235.94.213,4444,UDP,/usr/sbin/firefox,9.300318201,335,51,37,0,,
328,253,firefox,1001,1001,192.168.1.140,237.174.253.234,8080,UDP,C:\Program Files\firefox,4.107659809,169,74,27,0,,
329,104,node,1000,1000,192.168.1.86,76.101.88.115,8080,TCP,/var/lib/node,7.889189428,395,92,14,0,,
330,113,winupd.exe,33,33,192.168.1.59,170.243.175.47,22,UDP,/dev/shm/winupd.exe,64.17581431,1635,2911,266,1,,
331,33,java,33,33,192.168.1.118,160.63.44.10,3389,UDP,/usr/sbin/java,9.356763189,67,99,6,0,,
332,187,svchost.exe,33,33,192.168.1.172,213.200.115.118,4444,UDP,/var/lib/svchost.exe,3.318889272,320,91,44,0,,
333,91,svchost.exe,0,0,192.168.1.96,160.34.245.165,53,TCP,/var/lib/svchost.exe,3.66663071,339,40,43,0,,
334,246,taskmgr32.exe,33,33,192.168.1.100,101.159.199.198,8080,UDP,C:\Users\<user>\AppData\Roaming\taskmgr32.exe,53.73503529,708,2308,203,1,,
335,11,explorer.exe,33,33,192.168.1.135,160.176.235.119,8080,UDP,/sbin/explorer.exe,7.141407691,239,64,4,0,,
336,220,node,1000,1000,192.168.1.196,34.45.226.35,80,TCP,C:\Program Files (x86)\node,2.228101134,421,92,46,0,,
337,234,node,0,0,192.168.1.239,69.246.188.17,443,UDP,C:\Program Files\node,5.904532105,322,24,28,0,,
338,56,firefox,1001,1001,192.168.1.221,180.111.152.33,443,TCP,/var/lib/firefox,9.20309972,342,57,37,0,,
339,312,mysqld,33,33,192.168.1.97,25.54.115.147,443,UDP,C:\Program Files (x86)\mysqld,1.141924593,180,18,16,0,,
340,35,systemd,1001,1001,192.168.1.114,37.201.32.81,22,UDP,/var/lib/systemd,8.655663559,201,48,28,0,,
341,252,backgroundtask.exe,1001,1001,192.168.1.172,217.82.68.161,8080,TCP,/tmp/backgroundtask.exe,3.430123307,191,13,14,1,,
342,119,systemd,33,33,192.168.1.34,86.202.205.8,80,TCP,C:\Program Files (x86)\systemd,5.793351991,384,87,25,0,,
343,304,chrome,33,33,192.168.1.155,80.71.56.244,4444,UDP,/bin/chrome,5.06861886,192,37,32,0,,
344,248,sshd,1000,1000,192.168.1.66,229.74.73.55,3389,UDP,/bin/sshd,4.443779356,229,80,43,0,,
345,108,bash,1001,1001,192.168.1.220,206.93.167.237,4444,UDP,/opt/bin/bash,3.15057756,133,29,47,0,,
346,99,java,0,0,192.168.1.238,249.234.148.117,8080,TCP,/sbin/java,3.693043902,148,16,20,0,,
347,251,node,33,33,192.168.1.223,245.167.89.102,443,UDP,/sbin/node,7.26051596,54,91,19,0,,
348,322,backgroundtask.exe,33,33,192.168.1.123,110.83.143.92,4444,TCP,/etc/init.d/backgroundtask.exe,4.089755993,85,7,7,1,,
349,82,explorer.exe,1001,1001,192.168.1.211,24.18.58.235,443,UDP,/bin/explorer.exe,3.909591907,437,27,45,0,,
350,42,python,33,33,192.168.1.252,96.136.23.52,80,TCP,/sbin/python,8.252953457,329,72,3,0,,
351,226,systemd,33,33,192.168.1.221,163.56.241.183,4444,TCP,/usr/bin/systemd,5.506701948,313,60,12,0,,
352,82,chrome,1000,1000,192.168.1.195,94.187.120.9,3389,TCP,/opt/bin/chrome,9.91175307,187,53,16,0,,
353,285,sshd,33,33,192.168.1.14,136.155.184.119,22,TCP,C:\Program Files (x86)\sshd,5.933509164,55,66,15,0,,
354,120,firefox,33,33,192.168.1.64,191.54.176.153,8080,UDP,/bin/firefox,9.64647535,153,38,48,0,,
355,334,winupd.exe,1000,1000,192.168.1.167,222.206.166.112,3389,TCP,/dev/shm/winupd.exe,91.94494739,1750,1944,821,1,,
356,293,java,33,33,192.168.1.200,83.128.70.144,8080,TCP,/bin/java,6.465291387,159,41,43,0,,
357,279,bash,0,0,192.168.1.108,73.120.4.186,3389,UDP,C:\Program Files\bash,2.508457273,316,69,50,0,,
358,30,systemd,1000,1000,192.168.1.63,117.235.20.203,3389,UDP,C:\Program Files (x86)\systemd,6.343744832,86,41,26,0,,
359,36,chrome,33,33,192.168.1.152,237.32.47.211,80,TCP,/var/lib/chrome,2.878213767,175,82,49,0,,
360,189,svchost.exe,0,0,192.168.1.98,125.16.218.240,3389,TCP,C:\Program Files (x86)\svchost.exe,3.128258862,220,29,32,0,,
361,248,sshd,0,0,192.168.1.217,165.185.51.92,53,TCP,/var/lib/sshd,4.510524592,246,12,25,0,,
362,133,sshd,0,0,192.168.1.175,96.65.96.245,3389,TCP,C:\Program Files (x86)\sshd,9.820767186,284,22,32,0,,
363,203,explorer.exe,0,0,192.168.1.119,29.141.221.89,8080,TCP,C:\Program Files (x86)\explorer.exe,1.042875987,141,54,21,0,,
364,9,node,33,33,192.168.1.73,215.130.19.168,8080,TCP,/var/lib/node,8.995777912,486,71,30,0,,
365,142,mysqld,33,33,192.168.1.55,244.17.224.104,443,TCP,C:\Program Files (x86)\mysqld,9.891741603,75,27,0,0,,
366,7,firefox,1000,1000,192.168.1.16,10.36.181.2,22,UDP,/sbin/firefox,8.364124589,249,45,29,0,,
367,312,bash,1001,1001,192.168.1.105,155.77.211.217,22,UDP,C:\Program Files (x86)\bash,9.255958961,272,64,43,0,,
368,84,sshd,1000,1000,192.168.1.87,95.167.24.54,8080,TCP,C:\Program Files (x86)\sshd,8.855149841,341,15,4,0,,
369,8,svchost.exe,0,0,192.168.1.122,221.56.34.114,80,UDP,/usr/sbin/svchost.exe,5.557436792,111,24,5,0,,
370,223,mysqld,1001,1001,192.168.1.195,162.235.147.223,3389,TCP,/sbin/mysqld,5.772979096,246,23,7,0,,
371,91,systemd,0,0,192.168.1.124,158.252.85.243,22,UDP,C:\Windows\System32\Drivers\systemd,5.590751111,491,95,0,0,,
372,30,python,0,0,192.168.1.51,246.122.242.237,8080,UDP,/var/lib/python,3.10201112,325,14,17,0,,
373,146,bash,1001,1001,192.168.1.210,31.109.119.134,443,TCP,/bin/bash,8.918106758,471,99,20,0,,
374,211,python,0,0,192.168.1.251,217.64.224.246,8080,UDP,C:\Program Files (x86)\python,9.237543454,229,81,28,0,,
375,219,bash,1001,1001,192.168.1.99,88.192.57.146,3389,TCP,C:\Program Files (x86)\bash,6.902862365,368,15,50,0,,
376,202,firefox,1000,1000,192.168.1.4,6.165.17.61,53,TCP,/usr/bin/firefox,9.788677522,298,13,19,0,,
377,303,bash,0,0,192.168.1.119,251.161.246.160,4444,UDP,/bin/bash,9.724502338,326,48,32,0,,
378,103,mysqld,0,0,192.168.1.50,160.84.245.185,53,TCP,C:\Windows\System32\Drivers\mysqld,4.629868056,101,30,23,0,,
379,231,explorer.exe,1001,1001,192.168.1.107,230.220.11.150,80,TCP,/bin/explorer.exe,3.783449699,163,44,20,0,,
380,97,bash,1000,1000,192.168.1.198,191.134.141.86,8080,UDP,/bin/bash,4.389064746,456,71,14,0,,
381,171,sshd,1001,1001,192.168.1.58,156.83.92.52,53,TCP,/bin/sshd,3.110284759,148,22,20,0,,
382,252,svchost.exe,0,0,192.168.1.39,183.127.11.11,4444,TCP,C:\Program Files\svchost.exe,6.263212812,333,39,44,0,,
383,73,chrome,0,0,192.168.1.237,162.47.128.199,443,UDP,/sbin/chrome,3.908042166,188,38,46,0,,
384,234,firefox,1000,1000,192.168.1.23,115.241.28.163,22,UDP,/opt/bin/firefox,2.31969097,76,83,25,0,,
385,118,svchost.exe,1000,1000,192.168.1.88,146.79.101.115,22,UDP,C:\Windows\System32\Drivers\svchost.exe,5.42003682,144,16,12,0,,
386,338,svchost.exe,33,33,192.168.1.64,67.162.127.122,80,TCP,/bin/svchost.exe,8.03677208,280,68,28,0,,
387,201,mysqld,0,0,192.168.1.108,47.108.78.236,80,UDP,/opt/bin/mysqld,5.061148137,50,27,21,0,,
388,169,java,1001,1001,192.168.1.23,164.95.125.251,443,UDP,/usr/sbin/java,1.461504881,336,38,48,0,,
389,315,systemd,1000,1000,192.168.1.55,120.74.158.20,3389,UDP,/var/lib/systemd,9.954063748,261,95,43,0,,
390,200,python,33,33,192.168.1.104,204.85.151.194,4444,TCP,/usr/bin/python,2.687796646,344,97,8,0,,
391,184,svchost.exe,0,0,192.168.1.181,125.57.70.134,443,TCP,/usr/bin/svchost.exe,7.822944789,194,80,6,0,,
392,60,driver64.exe,1000,1000,192.168.1.67,109.190.116.77,53,UDP,/tmp/driver64.exe,2.430115376,81,45,24,1,,
393,383,svchost.exe,1000,1000,192.168.1.66,205.110.178.215,80,TCP,C:\Windows\System32\Drivers\svchost.exe,1.147215924,262,75,32,0,,
394,259,python,0,0,192.168.1.38,158.229.179.114,8080,TCP,/var/lib/python,2.169510052,152,66,28,0,,
395,176,node,1001,1001,192.168.1.236,154.30.48.179,8080,TCP,C:\Program Files\node,2.620835336,499,55,16,0,,
396,388,python,1001,1001,192.168.1.157,30.37.214.26,8080,UDP,C:\Program Files\python,1.215768987,89,66,10,0,,
397,229,firefox,1000,1000,192.168.1.230,254.238.214.248,22,TCP,/sbin/firefox,3.778624965,186,10,42,0,,
398,2,bash,1001,1001,192.168.1.181,28.77.178.163,3389,TCP,/usr/bin/bash,6.587169829,109,38,50,0,,
399,310,mysqld,1001,1001,192.168.1.61,31.47.60.223,53,TCP,C:\Program Files (x86)\mysqld,3.000501254,129,62,14,0,,
400,388,expl0rer.exe,33,33,192.168.1.110,112.165.86.193,4444,TCP,/etc/init.d/expl0rer.exe,61.90275614,1741,3369,169,1,,
401,70,explorer.exe,33,33,192.168.1.239,100.144.198.35,80,TCP,/opt/bin/explorer.exe,7.409813612,167,53,16,0,,
402,297,sshd,33,33,192.168.1.96,84.19.212.16,3389,TCP,C:\Program Files\sshd,2.467568289,247,89,12,0,,
403,34,logmanager.exe,0,0,192.168.1.126,236.219.128.29,3389,UDP,C:\PerfLogs\logmanager.exe,1.49614694,64,28,26,1,,
404,11,firefox,1001,1001,192.168.1.105,254.215.52.213,8080,TCP,/usr/sbin/firefox,5.733407193,81,38,19,0,,
405,14,chrome,1000,1000,192.168.1.128,59.116.68.236,22,TCP,/bin/chrome,2.680643517,202,98,28,0,,
406,31,explorer.exe,1001,1001,192.168.1.177,97.4.43.78,3389,UDP,C:\Windows\System32\Drivers\explorer.exe,9.326582617,469,66,18,0,,
407,271,bash,1001,1001,192.168.1.13,231.21.168.77,22,TCP,C:\Windows\System32\Drivers\bash,4.845646127,208,13,3,0,,
408,307,python,33,33,192.168.1.10,155.10.173.186,4444,UDP,/opt/bin/python,6.602346993,208,63,38,0,,
409,198,update_service.exe,0,0,192.168.1.240,64.58.131.248,80,UDP,/home/user/.local/bin/update_service.exe,0.732105921,47,41,29,1,,
410,210,systemd,0,0,192.168.1.30,43.255.97.207,53,TCP,/opt/bin/systemd,1.710738784,112,51,30,0,,
411,219,mysqld,0,0,192.168.1.97,241.190.218.56,3389,TCP,C:\Program Files (x86)\mysqld,1.761824708,453,24,37,0,,
412,235,firefox,33,33,192.168.1.41,98.61.34.68,22,TCP,/var/lib/firefox,7.426773395,429,16,35,0,,
413,142,node,33,33,192.168.1.5,242.17.108.80,3389,UDP,C:\Windows\System32\Drivers\node,6.288024828,320,75,32,0,,
414,132,python,0,0,192.168.1.99,172.202.155.61,8080,UDP,/bin/python,9.441346714,116,21,32,0,,
415,285,explorer.exe,1001,1001,192.168.1.51,85.156.152.24,80,UDP,/usr/bin/explorer.exe,3.143596763,453,98,44,0,,
416,122,backgroundtask.exe,33,33,192.168.1.219,112.132.96.209,4444,UDP,/etc/init.d/backgroundtask.exe,1.633228081,123,24,23,1,,
417,398,python,0,0,192.168.1.212,194.98.9.238,3389,UDP,/usr/sbin/python,7.659324071,400,42,8,0,,
418,171,python,1000,1000,192.168.1.58,143.254.74.169,22,TCP,/var/lib/python,8.482887129,453,62,15,0,,
